,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
5958,2007,3,ATL,Al Horford,Florida,14,869,28259,12121,7167,2871,0.518,0.36700000000000005,0.755,28259,13.9,8.2,3.3,92.1,0.156,2.8,34.2
5959,2007,4,MEM,Mike Conley,Ohio State,14,858,27737,12787,2562,4851,0.439,0.377,0.8190000000000001,27737,14.9,3.0,5.7,76.9,0.133,2.4,30.5
5960,2007,5,BOS,Jeff Green,Georgetown,13,935,27482,12020,4106,1457,0.44299999999999995,0.337,0.805,27482,12.9,4.4,1.6,43.6,0.076,-1.3,4.5
5961,2007,6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.40399999999999997,0.33299999999999996,0.78,6038,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5
5962,2007,7,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,0.425,0.284,0.713,18771,8.7,2.8,1.5,22.5,0.057999999999999996,-1.6,2.0
5963,2007,8,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,0.607,0.0,0.674,6949,7.0,3.6,0.5,26.2,0.18100000000000002,2.3,7.5
5964,2007,9,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,0.491,0.0,0.7,18646,8.8,9.0,2.8,61.9,0.159,2.5,20.9
5965,2007,10,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,15541,8.7,5.7,1.9,22.6,0.07,-1.1,3.4
5966,2007,11,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,0.413,0.235,0.778,2385,3.9,1.0,1.6,1.6,0.032,-3.9,-1.1
5967,2007,12,PHI,Thaddeus Young,Georgia Tech,14,985,29793,12925,5821,1694,0.499,0.332,0.667,29793,13.1,5.9,1.7,63.1,0.102,0.3,17.4
5968,2007,13,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,3049,3.9,2.3,0.8,3.9,0.061,-0.5,1.2
5969,2007,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,0.452,0.293,0.747,8274,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2
5970,2007,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,0.423,0.3,0.8240000000000001,17890,12.6,2.9,3.6,28.7,0.077,-0.9,4.9
5971,2007,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,0.418,0.376,0.836,16419,11.4,2.0,1.0,18.6,0.054000000000000006,-2.2,-0.8
5972,2007,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0.0,0.624,1978,4.2,3.4,0.3,3.0,0.073,-3.1,-0.6
5973,2007,18,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,0.424,0.376,0.846,19548,9.7,2.1,1.7,30.5,0.075,-1.3,3.3
5974,2007,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,0.442,0.231,0.638,1853,5.3,2.4,1.8,0.1,0.002,-4.2,-1.0
5975,2007,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,0.46799999999999997,0.33299999999999996,0.7829999999999999,10029,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4
5976,2007,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,0.369,0.359,0.813,5993,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1
5977,2007,22,CHA,Jared Dudley,Boston College,14,898,20058,6630,2834,1390,0.46399999999999997,0.39299999999999996,0.732,20058,7.4,3.2,1.5,43.0,0.10300000000000001,0.2,11.1
5978,2007,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,0.44299999999999995,0.341,0.77,20287,12.5,5.3,1.8,29.0,0.069,-1.3,3.5
5979,2007,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,0.39899999999999997,0.36,0.84,5965,9.1,2.4,2.2,14.2,0.114,1.7,5.6
5980,2007,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,361,3.1,1.2,0.3,0.0,0.005,-6.1,-0.4
5981,2007,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.8370000000000001,13439,9.7,1.7,3.0,19.2,0.069,-1.2,2.7
5982,2007,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,0.45,0.386,0.825,20829,10.8,2.9,1.8,33.5,0.077,-1.5,2.4
5983,2007,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.14300000000000002,0.6970000000000001,6812,7.9,5.0,1.2,25.3,0.17800000000000002,1.1,5.4
5984,2007,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,0.423,0.294,0.7829999999999999,426,4.1,1.0,0.3,0.4,0.045,-4.5,-0.3
5985,2007,30,PHI,Petteri Koponen,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5988,2007,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,0.535,0.3,0.785,11524,10.8,4.9,0.7,35.9,0.149,-0.3,5.0
5989,2007,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,0.321,0.28300000000000003,0.7829999999999999,461,2.0,0.8,0.8,0.4,0.043,-2.8,-0.1
5990,2007,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,0.318,0.0,0.0,39,1.1,0.9,0.2,-0.1,-0.084,-5.4,0.0
5991,2007,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,0.561,0.0,0.682,269,4.1,3.4,0.4,0.8,0.14800000000000002,0.5,0.2
5992,2007,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,0.447,0.182,0.7,10865,8.0,4.4,0.9,18.6,0.08199999999999999,-2.6,-1.7
5993,2007,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,0.425,0.0,0.578,433,3.1,1.8,0.3,0.0,0.0,-5.2,-0.3
5994,2007,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,0.46299999999999997,0.34,0.705,8271,5.4,3.9,2.1,18.5,0.107,0.3,4.7
5995,2007,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0.0,0.41,1107,2.3,2.0,0.3,0.9,0.038,-5.7,-1.1
5996,2007,39,MIA,Stanko Barać,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997,2007,40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0.0,0.0,28,0.6,0.0,0.2,-0.1,-0.226,-19.4,-0.1
5998,2007,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,0.483,0.0,0.605,780,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7
5999,2007,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,0.273,0.0,1.0,37,5.0,5.5,0.5,0.1,0.147,-4.7,0.0
6000,2007,43,NOK,Adam Haluska,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6001,2007,44,ORL,Reyshawn Terry,UNC,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,2007,45,LAC,Jared Jordan,Marist College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003,2007,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,0.451,0.0,0.594,303,5.2,3.3,0.2,0.3,0.040999999999999995,-4.4,-0.2
6004,2007,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,0.419,0.188,0.6579999999999999,5348,2.7,3.4,1.2,4.1,0.037000000000000005,-2.1,-0.1
6005,2007,48,LAL,Marc Gasol,,13,865,28230,12352,6500,2937,0.48100000000000004,0.353,0.778,28230,14.3,7.5,3.4,83.8,0.14300000000000002,3.0,35.7
6006,2007,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,0.509,0.0,0.562,3851,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5
6007,2007,50,DAL,Renaldas Seibutis,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,2007,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,2007,52,POR,Taurean Green,Florida,1,17,74,27,10,11,0.28,0.182,0.917,74,1.6,0.6,0.6,-0.1,-0.066,-7.5,-0.1
6010,2007,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,0.281,0.2,0.5,58,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1
6011,2007,54,HOU,Brad Newley,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6012,2007,55,UTA,Herbert Hill,Providence,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6013,2007,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,0.434,0.316,0.7909999999999999,16119,10.3,2.7,4.1,28.8,0.086,-0.7,5.2
6014,2007,57,DET,Sammy Mejia,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6015,2007,58,SAS,Georgios Printezis,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016,2007,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,0.315,0.24,0.474,270,2.2,0.8,0.9,-0.2,-0.031,-5.6,-0.2
6017,2007,60,DAL,Milovan Raković,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6018,2008,1,CHI,Derrick Rose,Memphis,12,612,19764,11412,2061,3400,0.456,0.306,0.8270000000000001,19764,18.6,3.4,5.6,40.2,0.098,1.3,16.8
6019,2008,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,0.465,0.349,0.759,13903,12.4,4.7,1.3,15.6,0.054000000000000006,-1.7,0.9
6020,2008,3,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,0.429,0.373,0.82,16919,13.8,3.1,2.9,21.8,0.062,-0.9,4.7
6021,2008,4,SEA,Russell Westbrook,UCLA,13,893,30873,20707,6346,7431,0.43700000000000006,0.305,0.797,30873,23.2,7.1,8.3,100.9,0.157,4.7,52.2
6022,2008,5,MEM,Kevin Love,UCLA,13,715,22849,13012,7956,1702,0.442,0.37,0.828,22849,18.2,11.1,2.4,82.0,0.172,3.4,31.0
6023,2008,6,NYK,Danilo Gallinari,,12,623,19107,10004,3021,1253,0.426,0.38,0.8740000000000001,19107,16.1,4.8,2.0,57.2,0.14400000000000002,2.0,19.1
6024,2008,7,LAC,Eric Gordon,Indiana,13,685,22377,11388,1687,1944,0.426,0.369,0.812,22377,16.6,2.5,2.8,35.5,0.076,-0.4,9.0
6025,2008,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,0.41,0.34,0.698,745,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3
6026,2008,9,CHA,D.J. Augustin,Texas,13,888,21252,8672,1673,3531,0.41100000000000003,0.38,0.866,21252,9.8,1.9,4.0,45.6,0.10300000000000001,-0.5,7.9
6027,2008,10,NJN,Brook Lopez,Stanford,13,810,24677,13494,5136,1207,0.493,0.342,0.794,24677,16.7,6.3,1.5,67.3,0.131,1.4,21.0
6028,2008,11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,0.41100000000000003,0.361,0.818,12486,8.4,2.1,2.9,18.6,0.07200000000000001,-1.6,1.1
6029,2008,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.14300000000000002,0.657,14819,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4
6030,2008,13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706,10564,6.8,2.9,1.0,11.2,0.051,-1.4,1.6
6031,2008,14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,0.45299999999999996,0.24100000000000002,0.74,3841,7.1,4.3,0.7,5.8,0.07200000000000001,-1.6,0.4
6032,2008,15,PHO,Robin Lopez,Stanford,13,854,19019,7471,4300,708,0.53,0.299,0.746,19019,8.7,5.0,0.8,45.4,0.114,-1.0,4.6
6033,2008,16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,0.45899999999999996,0.35600000000000004,0.797,10640,7.9,4.1,0.7,25.8,0.11599999999999999,-2.2,-0.6
6034,2008,17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,0.465,0.25,0.755,16389,10.0,6.3,1.3,35.9,0.105,-1.1,3.5
6035,2008,18,WAS,JaVale McGee,Nevada,13,719,12412,5658,3707,296,0.5710000000000001,0.20800000000000002,0.5920000000000001,12412,7.9,5.2,0.4,37.0,0.14300000000000002,0.1,6.7
6036,2008,19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,0.505,0.0,0.617,11925,9.5,6.8,0.8,21.9,0.08800000000000001,-1.8,0.5
6037,2008,20,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,0.503,0.28600000000000003,0.797,3905,5.3,3.9,0.5,7.5,0.09300000000000001,-2.8,-0.8
6038,2008,21,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,0.42200000000000004,0.38,0.8540000000000001,16769,12.3,5.3,0.9,46.7,0.134,1.0,12.8
6039,2008,22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,0.451,0.38799999999999996,0.853,21938,9.6,2.6,1.7,39.3,0.086,-0.6,7.9
6040,2008,23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,0.534,0.0,0.5820000000000001,11271,5.7,5.0,0.5,28.3,0.12,-1.3,2.0
6041,2008,24,SEA,Serge Ibaka,,12,833,23719,10437,6110,665,0.514,0.36200000000000004,0.759,23719,12.5,7.3,0.8,69.7,0.141,0.5,15.3
6042,2008,25,HOU,Nicolas Batum,,13,814,25479,9371,4261,3027,0.436,0.36,0.841,25479,11.5,5.2,3.7,57.3,0.10800000000000001,1.6,23.4
6043,2008,26,SAS,George Hill,IUPUI,13,799,22111,8883,2459,2547,0.45799999999999996,0.384,0.804,22111,11.1,3.1,3.2,66.5,0.14400000000000002,1.4,19.2
6044,2008,27,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,0.444,0.35200000000000004,0.765,8945,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4
6045,2008,28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,0.406,0.304,0.701,4259,6.1,2.4,0.7,1.5,0.017,-2.8,-0.9
6046,2008,29,DET,D.J. White,Indiana,6,138,2111,810,437,80,0.507,0.33299999999999996,0.72,2111,5.9,3.2,0.6,3.8,0.087,-2.1,0.0
6047,2008,30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,0.47600000000000003,0.0,0.565,247,1.9,1.4,0.3,0.1,0.027000000000000003,-4.3,-0.1
6050,2008,31,MIN,Nikola Peković,,6,271,6744,3405,1807,199,0.518,0.0,0.76,6744,12.6,6.7,0.7,18.8,0.134,-0.7,2.2
6051,2008,32,SEA,Walter Sharpe,UAB,1,8,20,8,3,0,0.364,0.0,0.0,20,1.0,0.4,0.0,-0.1,-0.131,-10.1,0.0
6052,2008,33,POR,Joey Dorsey,Memphis,4,130,1488,344,513,55,0.534,0.0,0.375,1488,2.6,3.9,0.4,2.9,0.092,-2.7,-0.3
6053,2008,34,MIN,Mario Chalmers,Kansas,9,646,17245,5743,1585,2412,0.41700000000000004,0.35100000000000003,0.7929999999999999,17245,8.9,2.5,3.7,32.3,0.09,-0.6,5.9
6054,2008,35,LAC,DeAndre Jordan,Texas A&M,13,901,24877,8483,9633,864,0.672,0.091,0.474,24877,9.4,10.7,1.0,90.1,0.174,1.4,21.3
6055,2008,36,POR,Ömer Aşık,,8,471,9216,2479,3362,280,0.528,0.0,0.551,9216,5.3,7.1,0.6,20.9,0.109,-1.9,0.1
6056,2008,37,MIL,Luc Mbah a Moute,UCLA,12,689,16038,4380,2800,588,0.45399999999999996,0.33399999999999996,0.659,16038,6.4,4.1,0.9,26.0,0.078,-1.5,2.0
6057,2008,38,CHA,Kyle Weaver,Washington State,3,73,1379,363,158,119,0.441,0.353,0.736,1379,5.0,2.2,1.6,1.5,0.051,-1.1,0.3
6058,2008,39,CHI,Sonny Weems,Arkansas,4,183,3335,1189,402,257,0.465,0.28300000000000003,0.7020000000000001,3335,6.5,2.2,1.4,0.0,0.001,-4.2,-1.8
6059,2008,40,NJN,Chris Douglas-Roberts,Memphis,6,222,4381,1571,472,254,0.439,0.32899999999999996,0.831,4381,7.1,2.1,1.1,5.4,0.059000000000000004,-2.2,-0.2
6060,2008,41,IND,Nathan Jawai,,2,45,431,126,106,24,0.435,0.0,0.684,431,2.8,2.4,0.5,0.2,0.02,-4.4,-0.3
6061,2008,42,SAC,Sean Singletary,Virginia,1,37,303,90,35,29,0.365,0.4,0.857,303,2.4,0.9,0.8,0.0,0.006,-5.1,-0.2
6062,2008,43,SAC,Patrick Ewing,Georgetown,1,7,19,3,2,2,0.0,0.0,0.75,19,0.4,0.3,0.3,-0.1,-0.158,-9.1,0.0
6063,2008,44,UTA,Ante Tomić,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6064,2008,45,SAS,Goran Dragić,,13,834,23350,11618,2553,4039,0.46299999999999997,0.363,0.764,23350,13.9,3.1,4.8,55.0,0.113,0.8,16.4
6065,2008,46,SEA,Trent Plaisted,Brigham Young University Hawaii,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6066,2008,47,WAS,Henry Walker,Kansas State,5,181,3016,1079,401,153,0.446,0.369,0.76,3016,6.0,2.2,0.8,5.0,0.079,-1.8,0.2
6067,2008,48,PHO,Malik Hairston,Oregon,2,62,472,149,77,29,0.512,0.16699999999999998,0.514,472,2.4,1.2,0.5,0.8,0.086,-2.0,0.0
6068,2008,49,GSW,Richard Hendrix,Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6069,2008,50,SEA,DeVon Hardin,California,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6070,2008,51,DAL,Shan Foster,Vanderbilt,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6071,2008,52,MIA,Darnell Jackson,Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,1039,2.2,1.5,0.2,1.3,0.059000000000000004,-5.2,-0.8
6072,2008,53,UTA,Tadija Dragićević,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6073,2008,54,HOU,Maarty Leunen,Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6074,2008,55,POR,Mike Taylor,Iowa State,1,51,771,289,87,106,0.41200000000000003,0.325,0.691,771,5.7,1.7,2.1,-0.4,-0.027999999999999997,-5.2,-0.6
6075,2008,56,SEA,Sasha Kaun,Kansas,1,25,95,23,26,3,0.529,0.0,0.455,95,0.9,1.0,0.1,0.2,0.096,-2.8,0.0
6076,2008,57,SAS,James Gist,Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6077,2008,58,LAL,Joe Crawford,Kentucky,1,2,23,9,4,1,0.3,0.25,1.0,23,4.5,2.0,0.5,0.0,0.037000000000000005,-2.7,0.0
6078,2008,59,DET,Deron Washington,Virginia Tech,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6079,2008,60,BOS,Semih Erden,,2,69,928,262,190,29,0.546,0.0,0.594,928,3.8,2.8,0.4,1.8,0.094,-3.6,-0.4
6080,2009,1,LAC,Blake Griffin,Oklahoma,11,641,22262,13712,5601,2820,0.496,0.33,0.695,22262,21.4,8.7,4.4,75.5,0.163,3.6,31.7
6081,2009,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,0.5670000000000001,0.0,0.578,2357,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4
6082,2009,3,OKC,James Harden,Arizona State,12,854,29386,21463,4593,5485,0.444,0.363,0.8590000000000001,29386,25.1,5.4,6.4,138.4,0.226,6.9,66.0
6083,2009,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.32299999999999995,0.757,18242,15.7,4.6,4.8,28.4,0.075,0.8,13.1
6084,2009,5,MIN,Ricky Rubio,,10,586,17942,6512,2475,4528,0.39,0.325,0.841,17942,11.1,4.2,7.7,37.4,0.1,0.7,12.4
6085,2009,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.33799999999999997,0.809,3738,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9
6086,2009,7,GSW,Stephen Curry,Davidson,12,725,24879,17200,3301,4774,0.47700000000000004,0.435,0.907,24879,23.7,4.6,6.6,107.1,0.207,6.4,52.9
6087,2009,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.49700000000000005,0.136,0.6990000000000001,7692,7.9,5.8,0.8,16.4,0.102,-2.0,0.0
6088,2009,9,TOR,DeMar DeRozan,USC,12,843,28764,16899,3693,3088,0.45899999999999996,0.284,0.831,28764,20.0,4.4,3.7,70.7,0.11800000000000001,0.5,18.0
6089,2009,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,0.387,0.345,0.7959999999999999,16844,14.1,3.0,5.7,29.9,0.085,0.8,11.8
6090,2009,11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.41200000000000003,0.317,0.659,2922,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6
6091,2009,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.7929999999999999,13854,11.2,3.2,1.9,18.3,0.063,-1.8,0.6
6092,2009,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,7233,6.7,4.2,0.4,20.2,0.134,-2.0,0.0
6093,2009,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.40299999999999997,0.32799999999999996,0.664,3630,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8
6094,2009,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.35100000000000003,0.778,4132,5.2,2.6,0.7,4.5,0.053,-2.0,0.0
6095,2009,16,CHI,James Johnson,Wake Forest,12,657,13505,5202,2355,1392,0.47700000000000004,0.308,0.69,13505,7.9,3.6,2.1,25.1,0.08900000000000001,0.8,9.5
6096,2009,17,PHI,Jrue Holiday,UCLA,12,736,24450,11692,2902,4683,0.45399999999999996,0.35600000000000004,0.777,24450,15.9,3.9,6.4,45.9,0.09,1.3,20.2
6097,2009,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,16088,12.7,2.7,6.0,42.1,0.126,1.4,13.6
6098,2009,19,ATL,Jeff Teague,Wake Forest,12,792,21580,9809,1936,4497,0.44299999999999995,0.35700000000000004,0.845,21580,12.4,2.4,5.7,51.0,0.113,0.6,14.2
6099,2009,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721,3896,4.3,1.3,2.8,3.3,0.040999999999999995,-2.9,-0.8
6100,2009,21,NOH,Darren Collison,UCLA,10,708,20796,8857,1885,3543,0.47100000000000003,0.39399999999999996,0.853,20796,12.5,2.7,5.0,49.9,0.115,0.6,13.5
6101,2009,22,POR,Victor Claver,,3,80,1072,258,178,56,0.39799999999999996,0.293,0.585,1072,3.2,2.2,0.7,0.2,0.011000000000000001,-3.6,-0.4
6102,2009,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.45399999999999996,0.368,0.6779999999999999,11959,7.9,4.0,1.1,19.6,0.078,-0.8,3.5
6103,2009,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706,3446,7.4,4.2,0.8,0.6,0.008,-4.0,-1.8
6104,2009,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,2896,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
6105,2009,26,CHI,Taj Gibson,USC,12,803,20143,7629,5006,816,0.515,0.225,0.7090000000000001,20143,9.5,6.2,1.0,52.5,0.125,-0.8,6.4
6106,2009,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,0.43,0.358,0.741,13675,8.9,4.2,1.3,29.5,0.10400000000000001,0.0,6.7
6107,2009,28,MIN,Wayne Ellington,UNC,12,699,14696,5667,1518,774,0.41100000000000003,0.382,0.8440000000000001,14696,8.1,2.2,1.1,19.2,0.063,-1.5,2.0
6108,2009,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.40399999999999997,0.354,0.8240000000000001,7511,7.6,2.2,2.3,12.1,0.077,-0.8,2.2
6109,2009,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.41100000000000003,0.27699999999999997,0.611,1049,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6
6112,2009,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,0.5529999999999999,0.4,0.7759999999999999,2322,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2
6113,2009,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,786,5.4,1.7,0.7,0.2,0.013999999999999999,-3.7,-0.3
6114,2009,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,0.469,0.345,0.649,14875,5.8,3.7,0.7,24.9,0.08,-1.7,1.1
6115,2009,34,DEN,Sergio Llull,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6116,2009,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,0.384,0.36700000000000005,0.642,820,3.3,1.0,0.3,-0.1,-0.008,-5.8,-0.8
6117,2009,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,0.442,0.28,0.742,3966,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1
6118,2009,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,0.524,0.0,0.608,7054,6.8,5.1,0.8,19.0,0.129,-1.2,1.4
6119,2009,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,0.488,0.0,0.618,1570,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8
6120,2009,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,0.457,0.363,0.77,11323,6.2,4.0,0.8,25.8,0.109,-1.0,2.9
6121,2009,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,0.515,0.317,0.637,2554,5.2,2.4,0.7,4.5,0.085,-1.3,0.4
6122,2009,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,0.42,0.373,0.879,12110,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
6123,2009,42,LAL,Patrick Beverley,Arkansas,9,448,12531,3978,1958,1530,0.414,0.382,0.762,12531,8.9,4.4,3.4,29.5,0.113,0.9,9.2
