,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
0,1966,1,NYK,Cazzie Russell,Michigan,12,817,22213,12377,3068,1838,0.46399999999999997,0.0,0.8270000000000001,22213,15.1,3.8,2.2,51.7,0.11199999999999999,-0.5,3.3
1,1966,2,DET,Dave Bing,Syracuse,12,901,32769,18327,3420,5397,0.441,0.0,0.775,32769,20.3,3.8,6.0,68.8,0.10099999999999999,-0.3,5.6
2,1966,3,SFW,Clyde Lee,Vanderbilt,10,742,19885,5733,7626,788,0.43200000000000005,0.0,0.614,19885,7.7,10.3,1.1,33.5,0.081,-2.3,-0.4
3,1966,4,STL,Lou Hudson,Minnesota,13,890,29794,17940,3926,2432,0.489,0.0,0.797,29794,20.2,4.4,2.7,81.0,0.131,0.4,6.8
4,1966,5,BAL,Jack Marin,Duke,11,849,24590,12541,4405,1813,0.465,0.0,0.843,24590,14.8,5.2,2.1,59.3,0.11599999999999999,-1.7,0.5
5,1966,6,CIN,Walt Wesley,Kansas,10,590,10306,5002,3243,385,0.434,0.0,0.63,10306,8.5,5.5,0.7,9.5,0.044000000000000004,-2.7,-0.1
6,1966,7,LAL,Jerry Chambers,Utah,4,239,3691,1931,739,182,0.442,0.0,0.747,3691,8.1,3.1,0.8,2.8,0.037000000000000005,0.0,0.0
7,1966,8,BOS,Jim Barnett,Oregon,11,732,17410,8536,2259,2232,0.435,0.0,0.797,17410,11.7,3.1,3.0,33.2,0.092,-1.1,1.1
8,1966,9,PHI,Matt Guokas,Saint Joseph's,10,735,16603,4285,1446,2174,0.489,0.0,0.727,16603,5.8,2.0,3.0,26.7,0.077,-1.8,0.2
9,1966,10,CHI,Dave Schellhase,Purdue,2,73,513,208,76,60,0.349,0.0,0.5670000000000001,513,2.8,1.0,0.8,-0.6,-0.061,0.0,0.0
12,1966,11,NYK,Henry Akin,Morehead State University,2,86,712,304,177,39,0.35100000000000003,0.0,0.6759999999999999,712,3.5,2.1,0.5,-1.2,-0.084,0.0,0.0
13,1966,12,DET,Dorie Murrey,Detroit Mercy,6,357,4486,1683,1555,226,0.425,0.0,0.679,4486,4.7,4.4,0.6,6.5,0.07,0.0,0.0
14,1966,13,SFW,Joe Ellis,San Francisco,8,524,10374,4623,2686,716,0.39799999999999996,0.0,0.727,10374,8.8,5.1,1.4,5.0,0.023,-4.0,-0.3
15,1966,14,STL,Dick Snyder,Davidson,13,964,25676,11755,2732,2767,0.488,0.0,0.8240000000000001,25676,12.2,2.8,2.9,58.3,0.109,0.1,5.4
16,1966,15,BAL,Neil Johnson,Creighton,4,202,2263,798,685,217,0.426,0.0,0.613,2263,4.0,3.4,1.1,2.0,0.042,0.0,0.0
17,1966,16,CIN,Jerry Lee Wells,Oklahoma City University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1966,17,LAL,Hank Finkel,Dayton,9,551,6866,2790,2151,426,0.449,0.0,0.662,6866,5.1,3.9,0.8,13.5,0.094,-3.0,-0.2
19,1966,18,BOS,Leon Clark,Wyoming,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1966,19,PHI,Bill Melchionni,Villanova,2,144,1450,640,202,203,0.41200000000000003,0.0,0.6729999999999999,1450,4.4,1.4,1.4,1.0,0.033,0.0,0.0
21,1966,20,CHI,Erwin Mueller,San Francisco,6,425,9541,3248,2050,853,0.429,0.0,0.627,9541,7.6,4.8,2.0,9.6,0.048,0.0,0.0
24,1966,21,NYK,Stew Johnson,Murray State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1966,22,DET,Ollie Darden,Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1966,23,SFW,Stephen Chubin,Rhode Island,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1966,24,STL,Tommy Kron,Kentucky,3,184,3139,1193,603,518,0.389,0.0,0.753,3139,6.5,3.3,2.8,1.8,0.027999999999999997,0.0,0.0
28,1966,25,BAL,Dave Wagnon,Idaho State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1966,26,CIN,Jim Ware,Oklahoma City University,2,63,429,143,146,13,0.284,0.0,0.647,429,2.3,2.3,0.2,-1.1,-0.125,0.0,0.0
30,1966,27,LAL,John Block,USC,10,597,14316,7106,3965,805,0.433,0.0,0.778,14316,11.9,6.6,1.3,32.7,0.11,-0.8,0.8
31,1966,28,BOS,Gary Turner,TCU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1966,29,PHI,Donnie Freeman,Illinois,1,64,1480,689,180,171,0.434,0.0,0.8190000000000001,1480,10.8,2.8,2.7,2.4,0.078,-1.5,0.2
33,1966,30,CHI,Ed Bodkin,Eastern Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1966,31,NYK,Lee DeFore,Auburn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1966,32,DET,Jeffrey Congdon,BYU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1966,33,SFW,Stephen Vacendak,Duke,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1966,34,STL,Bob McIntyre,St. John's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1966,35,BAL,George Peeples,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1966,36,CIN,Charles Schmaus,Virginia Military Institute,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1966,37,LAL,Archie Clark,Minnesota,10,725,23581,11819,2427,3498,0.48,0.0,0.769,23581,16.3,3.3,4.8,64.7,0.132,-0.4,2.4
43,1966,38,BOS,Johnny Austin,Boston College,1,4,61,23,7,4,0.22699999999999998,0.0,0.813,61,5.8,1.8,1.0,-0.1,-0.043,0.0,0.0
44,1966,39,PHI,Ken Wilburn,Central State University,1,7,40,18,13,3,0.47100000000000003,0.0,0.25,40,2.6,1.9,0.4,0.0,0.038,0.0,0.0
45,1966,40,CHI,Jim Williams,Temple,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1966,41,NYK,Ron Jackson,Clark Atlanta University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1966,42,DET,William Pickens,Georgia Southern University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1966,43,SFW,Tom Kerwin,Centenary (LA),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1966,44,STL,Dick Nemelka,BYU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1966,45,BAL,John Beasley,Texas A&M,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1966,46,BAL,Johnny Jones,"California State University, Los Angeles",1,51,475,214,114,26,0.34,0.0,0.618,475,4.2,2.2,0.5,-0.5,-0.055,0.0,0.0
54,1966,47,CIN,Richard Parks,Saint Louis,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1966,48,LAL,Stan Washington,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1966,49,PHI,Tom Duff,Saint Joseph's,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1966,50,CHI,Larry Humes,University of Evansville,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1966,51,NYK,George Fisher,Utah,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1966,52,DET,Carroll Hooser,SMU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1966,53,SFW,Jim Pitts,Northwestern,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1966,54,STL,Lonnie Wright,Colorado State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1966,55,BAL,Jeff Newman,Penn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1966,56,CIN,Steve Cunningham,Western Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1966,57,LAL,Keith Thomas,Vanderbilt,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1966,58,BOS,Charlie Hunter,Oklahoma City University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1966,59,PHI,Red Robbins,Tennessee,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1966,60,NYK,Mike Dabich,New Mexico State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1966,61,DET,Ted Manning,NC Central,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1966,62,SFW,Lon Hughey,Fresno State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1966,63,STL,Jay Neary,UNC Wilmington,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1966,64,BAL,Dave Mills,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1966,65,CIN,Gary Schull,Florida State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1966,66,LAL,Tab Jackson,Albertson College of Idaho,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1966,67,BOS,Jerry Ward,Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1966,68,CHI,John Comeaux,Grambling State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1966,69,NYK,Mike Silliman,United States Military Academy,1,36,366,91,62,23,0.456,0.0,0.48700000000000004,366,2.5,1.7,0.6,0.3,0.037000000000000005,0.0,0.0
83,1966,70,DET,George McNeil,Southern Illinois,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1966,71,SFW,Ken Washington,UCLA,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1966,72,STL,Brian Williams,Xavier,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1966,73,BAL,Roland West,Cincinnati,1,4,14,4,5,0,0.4,0.0,0.0,14,1.0,1.3,0.0,0.0,-0.003,0.0,0.0
87,1966,74,CIN,Ron Krick,Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1966,75,LAL,John Wetzel,Virginia Tech,7,357,4714,1215,682,494,0.429,0.0,0.81,4714,3.4,1.9,1.4,6.6,0.068,-0.8,0.7
89,1966,76,BOS,Russ Gumina,San Francisco,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1966,77,CHI,Bill Curtis,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1966,78,NYK,Bill Turner,University of Akron,6,294,4060,1597,1039,167,0.40700000000000003,0.0,0.728,4060,5.4,3.5,0.6,4.8,0.057,0.0,0.0
94,1966,79,STL,Al Grant,Long Island University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1966,80,BAL,Chuck Gardner,Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1966,81,CIN,Billy Smith,Loyola Chicago,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1966,82,LAL,Julian Hammond,Tulsa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1966,83,PHI,Pat Caldwell,Rockhurst University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1966,84,CHI,Gene Summers,Northern Michigan University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1966,85,NYK,Richard Moore,Hiram Scott College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1966,86,STL,Don Yates,Minnesota,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1966,87,BAL,Guy Manning,Prairie View A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1966,88,CIN,Freddie Lewis,Arizona State,2,64,886,373,91,96,0.401,0.0,0.7709999999999999,886,5.8,1.4,1.5,0.6,0.031,-3.7,-0.2
106,1966,89,LAL,Mike Rooney,Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1966,90,PHI,Bob Bedell,Stanford,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1966,91,CHI,Don Swanson,DePaul,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1966,92,NYK,Rich Dyer,NYU,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1966,93,STL,Curt Gammell,Pacific Lutheran University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1966,94,BAL,Stan McKenzie,NYU,7,396,7479,3579,1117,611,0.444,0.0,0.802,7479,9.0,2.8,1.5,14.5,0.09300000000000001,-5.2,-0.1
114,1966,95,CIN,R.B. Lynam,Oklahoma Baptist University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1966,96,LAL,George Grams,Purdue,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1966,97,CHI,Carver Clinton,Penn State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1966,98,NYK,Dave Deutsch,University of Rochester,1,19,93,21,21,15,0.16699999999999998,0.0,0.45,93,1.1,1.1,0.8,-0.5,-0.24,0.0,0.0
120,1966,99,STL,Lonnie Lynn,Wilberforce University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1966,100,BAL,Grant Simmons,Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1966,101,NYK,Bob Bennett,UNC,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1966,102,STL,Nick Aloi,Bowling Green,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1966,103,BAL,Al Lopes,Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1966,104,STL,Ollie Carter,San Francisco,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1966,105,BAL,Jim Harter,University of Texas-Pan American,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1966,106,STL,Paul Long,Wake Forest,3,71,436,274,57,54,0.46399999999999997,0.0,0.753,436,3.9,0.8,0.8,1.0,0.111,0.0,0.0
134,1966,107,BAL,Howard Bayne,Tennessee,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1966,108,STL,Eddie Jackson,Bradley,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1966,109,BAL,Ken Barnes,Wisconsin,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1966,110,BAL,Chris Pervall,Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1966,111,BAL,Jerry Trice,Weber State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1966,112,BAL,Gene Visscher,Weber State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1967,1,DET,Jimmy Walker,Providence,9,698,23590,11655,1860,2429,0.461,0.0,0.8290000000000001,23590,16.7,2.7,3.5,42.9,0.087,-1.4,1.4
149,1967,2,BAL,Earl Monroe,Winston-Salem State,13,926,29636,17454,2796,3594,0.46399999999999997,0.0,0.807,29636,18.8,3.0,3.9,77.4,0.125,0.8,9.8
150,1967,3,CHI,Clem Haskins,Western Kentucky,9,681,17624,8743,2087,2382,0.449,0.0,0.792,17624,12.8,3.1,3.5,35.8,0.09699999999999999,-0.1,1.5
151,1967,4,DET,Sonny Dove,St. John's,2,57,398,174,114,23,0.39399999999999996,0.0,0.581,398,3.1,2.0,0.4,0.0,-0.003,0.0,0.0
152,1967,5,NYK,Walt Frazier,Southern Illinois,13,825,30965,15581,4830,5040,0.49,0.0,0.7859999999999999,30965,18.9,5.9,6.1,113.5,0.17600000000000002,2.5,15.5
153,1967,6,SEA,Al Tucker,Oklahoma Baptist University,3,257,5348,2431,1283,230,0.45299999999999996,0.0,0.7020000000000001,5348,9.5,5.0,0.9,7.2,0.065,0.0,0.0
154,1967,7,SDR,Pat Riley,Kentucky,9,528,8187,3906,855,913,0.414,0.0,0.705,8187,7.4,1.6,1.7,4.5,0.026000000000000002,-4.7,-2.2
155,1967,8,STL,Tom Workman,Seattle University,2,43,187,109,52,5,0.43200000000000005,0.0,0.711,187,2.5,1.2,0.1,0.4,0.107,0.0,0.0
156,1967,9,CIN,Mel Daniels,New Mexico,1,11,126,39,34,6,0.371,0.0,0.565,126,3.5,3.1,0.5,0.0,-0.002,-4.3,-0.1
157,1967,10,SFW,Dave Lattin,Texas-El Paso,2,112,1244,506,427,62,0.4,0.0,0.644,1244,4.5,3.8,0.6,0.7,0.027999999999999997,0.0,0.0
158,1967,11,BOS,Mal Graham,NYU,2,70,889,327,118,75,0.39799999999999996,0.0,0.657,889,4.7,1.7,1.1,0.8,0.043,0.0,0.0
159,1967,12,PHI,Craig Raymond,BYU,1,27,177,55,68,8,0.344,0.0,0.647,177,2.0,2.5,0.3,0.0,-0.001,0.0,0.0
162,1967,13,BAL,Jimmy Jones,Grambling State University,3,140,2590,901,272,283,0.505,0.0,0.738,2590,6.4,1.9,2.0,6.2,0.115,-0.4,1.0
163,1967,14,DET,Steve Sullivan,Georgetown,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1967,15,CHI,Byron Beck,Denver,1,53,480,250,96,33,0.435,0.0,0.818,480,4.7,1.8,0.6,0.8,0.078,-3.1,-0.1
165,1967,16,LAL,Randolph Mahaffey,Clemson,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1967,17,NYK,Phil Jackson,University of North Dakota,12,807,14201,5428,3454,898,0.45299999999999996,0.0,0.736,14201,6.7,4.3,1.1,29.3,0.099,-0.9,2.4
167,1967,18,SDR,Bob Netolicky,Drake University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1967,19,SEA,Bob Rule,Colorado State,8,403,11862,7007,3333,594,0.461,0.0,0.6859999999999999,11862,17.4,8.3,1.5,22.7,0.092,-3.1,-0.2
171,1967,20,BAL,Malkin Strong,Seattle University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1967,21,DET,Darrell Hardy,Baylor,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1967,22,CHI,John Dickson,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,1967,23,LAL,Dwight Smith,Western Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,1967,24,NYK,Gary Gregor,South Carolina,4,296,7397,2905,2065,436,0.431,0.0,0.715,7397,9.8,7.0,1.5,2.6,0.017,0.0,0.0
176,1967,25,STL,Bob Verga,Duke,1,21,216,104,18,17,0.452,0.0,0.625,216,5.0,0.9,0.8,0.1,0.032,-2.9,0.0
177,1967,26,CIN,Gary Gray,Oklahoma City University,1,44,276,105,23,26,0.366,0.0,0.7,276,2.4,0.5,0.6,-0.5,-0.09300000000000001,0.0,0.0
178,1967,27,SFW,Bill Turner,University of Akron,6,294,4060,1597,1039,167,0.40700000000000003,0.0,0.728,4060,5.4,3.5,0.6,4.8,0.057,0.0,0.0
179,1967,28,CIN,Sam Smith,Kentucky Wesleyan College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1967,29,SDR,Richard Moore,Hiram Scott College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1967,30,SEA,Sam Singleton,Nebraska-Omaha,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1967,31,SDR,Nick Jones,Oregon,3,188,2264,1003,216,247,0.413,0.0,0.772,2264,5.3,1.1,1.3,2.1,0.046,0.0,0.0
185,1967,32,BAL,Al Salvadori,South Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1967,33,DET,Ronald Franz,Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1967,34,CHI,Jim Burns,Northwestern,0,3,11,4,2,1,0.28600000000000003,0.0,0.0,11,1.3,0.7,0.3,-0.1,-0.248,0.0,0.0
188,1967,35,LAL,Cliff Anderson,Saint Joseph's,3,81,581,247,103,68,0.35100000000000003,0.0,0.593,581,3.0,1.3,0.8,0.3,0.021,0.0,0.0
189,1967,36,NYK,Keith Swagerty,University of the Pacific,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1967,37,STL,Wesley Bialosuknia,UConn,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1967,38,CIN,Louie Dampier,Kentucky,3,232,4431,1553,261,643,0.488,0.0,0.748,4431,6.7,1.1,2.8,6.7,0.073,-1.0,1.1
192,1967,39,SFW,Bobby Lewis,UNC,4,255,4303,1481,533,555,0.381,0.0,0.7120000000000001,4303,5.8,2.1,2.2,1.1,0.012,0.0,0.0
193,1967,40,BOS,Neville Shedd,Texas-El Paso,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1967,41,SDR,Ronald Kozlicki,Northwestern,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1967,42,SDR,Craig Dill,Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1967,43,SEA,Larry Bunce,Utah State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,1967,44,BAL,Dexter Westbrook,Providence,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1967,45,DET,Paul Long,Wake Forest,3,71,436,274,57,54,0.46399999999999997,0.0,0.753,436,3.9,0.8,0.8,1.0,0.111,0.0,0.0
201,1967,46,CHI,Dick Pruet,Jacksonville University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,1967,47,LAL,Joe Allen,Bradley,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1967,48,NYK,Barry Leibowitz,Long Island University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1967,49,STL,Mike Wittman,Miami (FL),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1967,50,CIN,Trooper Washington,Cheyney (PA),0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1967,51,SFW,Mike Lynn,UCLA,2,49,428,126,68,31,0.32899999999999996,0.0,0.667,428,2.6,1.4,0.6,-0.3,-0.035,0.0,0.0
207,1967,52,BOS,Mike Redd,Kentucky Wesleyan College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,1967,53,PHI,Jim Reid,Winston-Salem State,1,6,52,21,11,3,0.5,0.0,0.2,52,3.5,1.8,0.5,0.1,0.078,0.0,0.0
209,1967,54,SEA,Plummer Lott,Seattle University,2,67,638,147,123,43,0.294,0.0,0.583,638,2.2,1.8,0.6,-1.3,-0.10099999999999999,0.0,0.0
210,1967,55,SDR,Herb McPherson,Murray State,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1967,56,BAL,Bob Riedy,Duke,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1967,57,DET,Vaughn Harper,Syracuse,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
